0;0;2;A
0;1;3;A
0;2;3;A
0;3;1;A
0;4;4;A
0;5;4;A
0;6;10;A
0;7;4;A
0;8;0;A
0;9;7;A
0;10;5;A
0;11;8;A
0;12;5;A
0;13;5;A
0;14;6;A
0;15;0;A
0;16;9;A
0;17;2;A
0;18;5;A
0;19;2;A
1;0;10;A
1;1;2;A
1;2;2;A
1;3;10;A
1;4;4;A
1;5;0;A
1;6;10;A
1;7;9;A
1;8;9;A
1;9;2;A
1;10;7;A
1;11;3;A
1;12;4;A
1;13;2;A
1;14;8;A
1;15;10;A
1;16;4;A
1;17;7;A
1;18;1;A
1;19;3;A
2;0;5;A
2;1;5;A
2;2;5;A
2;3;6;A
2;4;7;A
2;5;5;A
2;6;5;A
2;7;10;A
2;8;0;A
2;9;8;A
2;10;8;A
2;11;8;A
2;12;6;A
2;13;9;A
2;14;7;A
2;15;2;A
2;16;3;A
2;17;5;A
2;18;10;A
2;19;2;A
3;0;8;A
3;1;1;A
3;2;0;A
3;3;7;A
3;4;2;A
3;5;6;A
3;6;6;A
3;7;5;A
3;8;5;A
3;9;4;A
3;10;0;A
3;11;3;A
3;12;4;A
3;13;9;A
3;14;2;A
3;15;9;A
3;16;8;A
3;17;3;A
3;18;0;A
3;19;3;A
4;0;9;A
4;1;1;A
4;2;6;A
4;3;2;A
4;4;10;A
4;5;4;A
4;6;2;A
4;7;10;A
4;8;4;A
4;9;9;A
4;10;6;A
4;11;8;A
4;12;4;A
4;13;3;A
4;14;7;A
4;15;3;A
4;16;2;A
4;17;8;A
4;18;0;A
4;19;4;A
5;0;5;A
5;1;9;A
5;2;6;A
5;3;9;A
5;4;1;A
5;5;3;A
5;6;6;A
5;7;3;A
5;8;1;A
5;9;4;A
5;10;9;A
5;11;5;A
5;12;4;A
5;13;8;A
5;14;10;A
5;15;5;A
5;16;6;A
5;17;3;A
5;18;5;A
5;19;5;A
6;0;8;A
6;1;1;A
6;2;4;A
6;3;2;A
6;4;6;A
6;5;7;A
6;6;8;A
6;7;7;A
6;8;8;A
6;9;0;A
6;10;6;A
6;11;6;A
6;12;5;A
6;13;3;A
6;14;10;A
6;15;7;A
6;16;2;A
6;17;6;A
6;18;6;A
6;19;1;A
7;0;3;A
7;1;2;A
7;2;8;A
7;3;6;A
7;4;4;A
7;5;4;A
7;6;9;A
7;7;10;A
7;8;4;A
7;9;5;A
7;10;1;A
7;11;5;A
7;12;6;A
7;13;3;A
7;14;6;A
7;15;4;A
7;16;2;A
7;17;7;A
7;18;3;A
7;19;9;A
8;0;8;A
8;1;9;A
8;2;9;A
8;3;5;A
8;4;7;A
8;5;4;A
8;6;6;A
8;7;2;A
8;8;9;A
8;9;2;A
8;10;4;A
8;11;8;A
8;12;9;A
8;13;10;A
8;14;6;A
8;15;5;A
8;16;7;A
8;17;6;A
8;18;0;A
8;19;8;A
9;0;6;A
9;1;10;A
9;2;1;A
9;3;2;A
9;4;5;A
9;5;4;A
9;6;10;A
9;7;6;A
9;8;4;A
9;9;5;A
9;10;9;A
9;11;4;A
9;12;3;A
9;13;5;A
9;14;2;A
9;15;2;A
9;16;1;A
9;17;6;A
9;18;3;A
9;19;2;A
10;0;7;A
10;1;7;A
10;2;2;A
10;3;9;A
10;4;6;A
10;5;8;A
10;6;3;A
10;7;5;A
10;8;8;A
10;9;2;A
10;10;1;A
10;11;2;A
10;12;8;A
10;13;8;A
10;14;1;A
10;15;5;A
10;16;6;A
10;17;2;A
10;18;7;A
10;19;9;A
11;0;7;A
11;1;3;A
11;2;9;A
11;3;2;A
11;4;7;A
11;5;4;A
11;6;6;A
11;7;9;A
11;8;4;A
11;9;8;A
11;10;1;A
11;11;10;A
11;12;6;A
11;13;4;A
11;14;5;A
11;15;10;A
11;16;8;A
11;17;5;A
11;18;4;A
11;19;2;A
12;0;7;A
12;1;0;A
12;2;8;A
12;3;6;A
12;4;3;A
12;5;3;A
12;6;8;A
12;7;10;A
12;8;2;A
12;9;2;A
12;10;1;A
12;11;6;A
12;12;3;A
12;13;8;A
12;14;4;A
12;15;6;A
12;16;7;A
12;17;8;A
12;18;3;A
12;19;8;A
13;0;7;A
13;1;1;A
13;2;0;A
13;3;2;A
13;4;0;A
13;5;0;A
13;6;8;A
13;7;9;A
13;8;9;A
13;9;0;A
13;10;4;A
13;11;7;A
13;12;4;A
13;13;2;A
13;14;4;A
13;15;8;A
13;16;3;A
13;17;9;A
13;18;1;A
13;19;1;A
14;0;6;A
14;1;0;A
14;2;6;A
14;3;7;A
14;4;7;A
14;5;4;A
14;6;5;A
14;7;8;A
14;8;4;A
14;9;2;A
14;10;3;A
14;11;9;A
14;12;7;A
14;13;5;A
14;14;3;A
14;15;4;A
14;16;1;A
14;17;4;A
14;18;7;A
14;19;10;A
15;0;7;A
15;1;6;A
15;2;2;A
15;3;7;A
15;4;8;A
15;5;4;A
15;6;7;A
15;7;3;A
15;8;8;A
15;9;6;A
15;10;5;A
15;11;1;A
15;12;3;A
15;13;1;A
15;14;4;A
15;15;1;A
15;16;10;A
15;17;10;A
15;18;7;A
15;19;5;A
16;0;5;A
16;1;3;A
16;2;2;A
16;3;8;A
16;4;8;A
16;5;6;A
16;6;8;A
16;7;9;A
16;8;9;A
16;9;0;A
16;10;2;A
16;11;4;A
16;12;5;A
16;13;5;A
16;14;6;A
16;15;6;A
16;16;7;A
16;17;0;A
16;18;6;A
16;19;2;A
17;0;9;A
17;1;6;A
17;2;1;A
17;3;1;A
17;4;8;A
17;5;9;A
17;6;5;A
17;7;2;A
17;8;7;A
17;9;9;A
17;10;3;A
17;11;4;A
17;12;7;A
17;13;8;A
17;14;3;A
17;15;4;A
17;16;1;A
17;17;8;A
17;18;6;A
17;19;7;A
18;0;5;A
18;1;8;A
18;2;1;A
18;3;3;A
18;4;5;A
18;5;9;A
18;6;10;A
18;7;3;A
18;8;3;A
18;9;2;A
18;10;6;A
18;11;7;A
18;12;3;A
18;13;9;A
18;14;2;A
18;15;3;A
18;16;5;A
18;17;9;A
18;18;4;A
18;19;9;A
19;0;1;A
19;1;2;A
19;2;7;A
19;3;5;A
19;4;6;A
19;5;3;A
19;6;9;A
19;7;9;A
19;8;4;A
19;9;8;A
19;10;2;A
19;11;4;A
19;12;6;A
19;13;8;A
19;14;6;A
19;15;10;A
19;16;3;A
19;17;6;A
19;18;9;A
19;19;6;A
0;0;7;B
0;1;8;B
0;2;7;B
0;3;6;B
0;4;6;B
0;5;7;B
0;6;3;B
0;7;4;B
0;8;6;B
0;9;7;B
0;10;7;B
0;11;7;B
0;12;9;B
0;13;2;B
0;14;4;B
0;15;9;B
0;16;1;B
0;17;5;B
0;18;7;B
0;19;9;B
1;0;6;B
1;1;5;B
1;2;8;B
1;3;8;B
1;4;3;B
1;5;8;B
1;6;0;B
1;7;0;B
1;8;5;B
1;9;6;B
1;10;2;B
1;11;10;B
1;12;6;B
1;13;4;B
1;14;7;B
1;15;4;B
1;16;9;B
1;17;2;B
1;18;9;B
1;19;6;B
2;0;2;B
2;1;3;B
2;2;2;B
2;3;9;B
2;4;9;B
2;5;7;B
2;6;6;B
2;7;3;B
2;8;1;B
2;9;9;B
2;10;1;B
2;11;3;B
2;12;3;B
2;13;3;B
2;14;6;B
2;15;10;B
2;16;7;B
2;17;4;B
2;18;6;B
2;19;0;B
3;0;5;B
3;1;6;B
3;2;3;B
3;3;3;B
3;4;8;B
3;5;9;B
3;6;7;B
3;7;2;B
3;8;6;B
3;9;3;B
3;10;6;B
3;11;9;B
3;12;8;B
3;13;8;B
3;14;8;B
3;15;9;B
3;16;6;B
3;17;10;B
3;18;4;B
3;19;2;B
4;0;9;B
4;1;7;B
4;2;2;B
4;3;2;B
4;4;5;B
4;5;4;B
4;6;7;B
4;7;2;B
4;8;7;B
4;9;7;B
4;10;0;B
4;11;8;B
4;12;5;B
4;13;7;B
4;14;3;B
4;15;4;B
4;16;10;B
4;17;9;B
4;18;9;B
4;19;7;B
5;0;6;B
5;1;2;B
5;2;5;B
5;3;3;B
5;4;8;B
5;5;1;B
5;6;4;B
5;7;8;B
5;8;7;B
5;9;7;B
5;10;3;B
5;11;8;B
5;12;3;B
5;13;8;B
5;14;0;B
5;15;8;B
5;16;7;B
5;17;4;B
5;18;1;B
5;19;3;B
6;0;2;B
6;1;1;B
6;2;8;B
6;3;0;B
6;4;3;B
6;5;1;B
6;6;3;B
6;7;1;B
6;8;8;B
6;9;2;B
6;10;1;B
6;11;9;B
6;12;2;B
6;13;2;B
6;14;7;B
6;15;5;B
6;16;10;B
6;17;0;B
6;18;9;B
6;19;8;B
7;0;7;B
7;1;3;B
7;2;4;B
7;3;7;B
7;4;8;B
7;5;7;B
7;6;7;B
7;7;5;B
7;8;10;B
7;9;4;B
7;10;1;B
7;11;1;B
7;12;3;B
7;13;8;B
7;14;4;B
7;15;8;B
7;16;9;B
7;17;5;B
7;18;3;B
7;19;2;B
8;0;2;B
8;1;2;B
8;2;3;B
8;3;1;B
8;4;7;B
8;5;3;B
8;6;6;B
8;7;5;B
8;8;5;B
8;9;5;B
8;10;9;B
8;11;2;B
8;12;4;B
8;13;2;B
8;14;7;B
8;15;3;B
8;16;4;B
8;17;2;B
8;18;2;B
8;19;0;B
9;0;6;B
9;1;7;B
9;2;8;B
9;3;5;B
9;4;7;B
9;5;5;B
9;6;2;B
9;7;5;B
9;8;10;B
9;9;7;B
9;10;5;B
9;11;0;B
9;12;8;B
9;13;8;B
9;14;10;B
9;15;4;B
9;16;6;B
9;17;7;B
9;18;8;B
9;19;6;B
10;0;6;B
10;1;2;B
10;2;6;B
10;3;7;B
10;4;8;B
10;5;7;B
10;6;9;B
10;7;8;B
10;8;9;B
10;9;4;B
10;10;9;B
10;11;7;B
10;12;4;B
10;13;3;B
10;14;4;B
10;15;4;B
10;16;2;B
10;17;2;B
10;18;1;B
10;19;7;B
11;0;8;B
11;1;5;B
11;2;3;B
11;3;3;B
11;4;5;B
11;5;10;B
11;6;2;B
11;7;6;B
11;8;9;B
11;9;3;B
11;10;1;B
11;11;2;B
11;12;3;B
11;13;4;B
11;14;4;B
11;15;2;B
11;16;9;B
11;17;3;B
11;18;10;B
11;19;1;B
12;0;5;B
12;1;1;B
12;2;1;B
12;3;4;B
12;4;1;B
12;5;8;B
12;6;5;B
12;7;4;B
12;8;5;B
12;9;1;B
12;10;7;B
12;11;4;B
12;12;1;B
12;13;5;B
12;14;5;B
12;15;4;B
12;16;9;B
12;17;2;B
12;18;2;B
12;19;9;B
13;0;4;B
13;1;0;B
13;2;8;B
13;3;2;B
13;4;6;B
13;5;9;B
13;6;2;B
13;7;8;B
13;8;4;B
13;9;5;B
13;10;1;B
13;11;8;B
13;12;8;B
13;13;9;B
13;14;0;B
13;15;2;B
13;16;9;B
13;17;7;B
13;18;4;B
13;19;9;B
14;0;7;B
14;1;7;B
14;2;7;B
14;3;6;B
14;4;6;B
14;5;6;B
14;6;3;B
14;7;9;B
14;8;2;B
14;9;3;B
14;10;10;B
14;11;10;B
14;12;3;B
14;13;6;B
14;14;1;B
14;15;6;B
14;16;7;B
14;17;9;B
14;18;9;B
14;19;6;B
15;0;4;B
15;1;5;B
15;2;8;B
15;3;2;B
15;4;3;B
15;5;6;B
15;6;8;B
15;7;8;B
15;8;5;B
15;9;5;B
15;10;3;B
15;11;7;B
15;12;8;B
15;13;9;B
15;14;3;B
15;15;7;B
15;16;6;B
15;17;2;B
15;18;5;B
15;19;6;B
16;0;9;B
16;1;2;B
16;2;4;B
16;3;5;B
16;4;9;B
16;5;0;B
16;6;7;B
16;7;4;B
16;8;0;B
16;9;6;B
16;10;10;B
16;11;8;B
16;12;3;B
16;13;7;B
16;14;7;B
16;15;2;B
16;16;7;B
16;17;7;B
16;18;7;B
16;19;8;B
17;0;3;B
17;1;9;B
17;2;8;B
17;3;9;B
17;4;8;B
17;5;6;B
17;6;4;B
17;7;7;B
17;8;2;B
17;9;3;B
17;10;4;B
17;11;1;B
17;12;9;B
17;13;0;B
17;14;1;B
17;15;3;B
17;16;4;B
17;17;3;B
17;18;5;B
17;19;8;B
18;0;6;B
18;1;9;B
18;2;0;B
18;3;10;B
18;4;4;B
18;5;9;B
18;6;6;B
18;7;8;B
18;8;7;B
18;9;2;B
18;10;8;B
18;11;6;B
18;12;3;B
